country_iso3_code,partner_iso3_code,year,export_value,import_value
OMN,GHA,2021,10457417,291809
OMN,GHA,2022,13579236,56912
OMN,GHA,2023,27016664,434217
OMN,GIB,2017,10598649,0
OMN,GIB,2020,38002,0
OMN,KIR,2013,0,16688
OMN,GRC,1995,1188530,1606432
OMN,GRC,1996,1505818,2035774
OMN,GRC,1997,2067610,3423195
OMN,GRC,1998,1689325,2469623
OMN,GRC,1999,516194,1685673
OMN,GRC,2000,1808986,1091069
OMN,GRC,2001,3182078,1979244
OMN,GRC,2002,3528552,15674662
OMN,GRC,2003,9308320,10943913
OMN,GRC,2004,5964072,1625773
OMN,GRC,2005,7377655,8825842
OMN,GRC,2006,12364571,11268138
OMN,GRC,2007,4994795,27998529
OMN,GRC,2008,4402150,13114334
OMN,GRC,2009,5399538,36897865
OMN,GRC,2010,5806059,4459903
OMN,GRC,2011,7498845,9025807
OMN,GRC,2012,3664330,7096258
OMN,GRC,2013,91172928,41167912
OMN,GRC,2014,2304112,9682241
OMN,GRC,2015,2885163,10850479
OMN,GRC,2016,1828699,20378368
OMN,GRC,2017,1835400,13101679
OMN,GRC,2018,26537778,16269705
OMN,GRC,2019,2186224,14135778
OMN,GRC,2020,3936153,14568887
OMN,GRC,2021,8664246,19682822
OMN,GRC,2022,95348917,16187011
OMN,GRC,2023,30369475,19941783
OMN,GRL,2013,80573,0
OMN,GRL,2014,2462863,0
OMN,GRL,2020,0,108972
OMN,GRL,2023,0,20824
OMN,GRD,1998,0,67452
OMN,GRD,1999,0,24894
OMN,GRD,2006,19458,0
OMN,GRD,2007,22561,0
OMN,GRD,2008,28944,0
OMN,GRD,2011,37740,0
OMN,GRD,2013,92575,0
OMN,GRD,2015,4508,0
OMN,GUM,2017,15016,0
OMN,GUM,2023,309204,0
OMN,GTM,1995,0,896872
OMN,GTM,1996,0,303493
OMN,GTM,1997,14304,403903
OMN,GTM,1998,0,274610
OMN,GTM,1999,0,324964
OMN,GTM,2000,0,320143
OMN,GTM,2001,0,545660
OMN,GTM,2002,0,457019
OMN,GTM,2003,0,340993
OMN,GTM,2004,0,333415
OMN,GTM,2005,0,384248
OMN,GTM,2006,34773,355774
OMN,GTM,2007,0,204887
OMN,GTM,2008,21500,396965
OMN,GTM,2009,76190,929254
OMN,GTM,2010,0,1201583
OMN,GTM,2011,9775,360681
OMN,GTM,2012,31254,777800
OMN,GTM,2013,244072,415565
OMN,GTM,2014,267081,370441
OMN,GTM,2015,349034,754213
OMN,GTM,2016,899396,967305
OMN,GTM,2017,856520,518965
OMN,GTM,2018,1353585,2858033
OMN,GTM,2019,1132051,3694310
OMN,GTM,2020,4464455,2581003
OMN,GTM,2021,7629280,2359493
OMN,GTM,2022,3901932,1454886
OMN,GTM,2023,3305714,382957
OMN,GIN,1995,14258,43936
OMN,GIN,1996,11730,0
OMN,GIN,1997,62749,0
OMN,GIN,1998,294190,0
OMN,GIN,1999,181415,2580964
OMN,GIN,2000,325467,0
OMN,GIN,2001,20473,0
OMN,GIN,2002,157608,0
OMN,GIN,2003,699646,109338
OMN,GIN,2004,631014,0
OMN,GIN,2005,1034988,0
OMN,GIN,2006,554127,0
OMN,GIN,2007,881574,0
OMN,GIN,2008,637616,0
OMN,GIN,2009,453863,0
OMN,GIN,2010,758645,0
OMN,GIN,2011,2016281,0
OMN,GIN,2012,1284775,0
OMN,GIN,2013,455503,0
OMN,GIN,2014,1130899,31508
OMN,GIN,2015,103646,28978
OMN,GIN,2016,143784,10858
OMN,GIN,2017,236961,16301
OMN,GIN,2018,184641,0
OMN,GIN,2019,537790,0
OMN,GIN,2020,795350,0
OMN,GIN,2021,3239179,29350
OMN,GIN,2022,4627273,0
OMN,GIN,2023,15559434,0
OMN,GUY,1996,35705,18845
OMN,GUY,1998,0,89795
OMN,GUY,1999,0,206018
OMN,GUY,2000,72309,28989
OMN,GUY,2001,29940,0
OMN,GUY,2002,0,138234
OMN,GUY,2003,0,53734
OMN,GUY,2004,17922,0
OMN,GUY,2005,0,15712
OMN,GUY,2006,66039,0
OMN,GUY,2007,29832,0
OMN,GUY,2013,182939,87210
OMN,GUY,2014,0,20465
OMN,GUY,2015,0,32161
OMN,GUY,2016,26167,0
OMN,GUY,2018,0,22934
OMN,GUY,2020,23115,26399
OMN,GUY,2021,110355,9131
OMN,GUY,2023,34671,0
OMN,HTI,1997,48452,0
OMN,HTI,1998,16720,0
OMN,HTI,2008,19571,0
OMN,HTI,2009,22887,0
OMN,HTI,2010,1029716,0
OMN,HTI,2013,31209,0
OMN,HTI,2015,184012,0
OMN,HTI,2016,0,24524
OMN,HTI,2020,71895,0
OMN,HTI,2022,613022,0
OMN,HTI,2023,672504,0
OMN,VAT,2011,46814,0
OMN,HND,1995,0,20366
OMN,HND,1996,0,31947
OMN,HND,1997,0,94694
OMN,HND,1998,0,27953
OMN,HND,1999,0,21234
OMN,HND,2000,95925,21085
OMN,HND,2001,0,25479
OMN,HND,2002,61269,108473
OMN,HND,2003,0,78459
OMN,HND,2005,70647,0
OMN,HND,2006,96629,0
OMN,HND,2007,55532,0
OMN,HND,2008,118353,0
OMN,HND,2011,338718,0
OMN,HND,2014,107781,0
OMN,HND,2015,65799,0
OMN,HND,2016,0,22627
OMN,HND,2017,342757,13590
OMN,HND,2018,206069,0
OMN,HND,2019,310168,0
OMN,HND,2020,1385888,1062408
OMN,HND,2021,2546061,548405
OMN,HND,2022,689136,5797573
OMN,HND,2023,599454,0
OMN,HKG,1995,115020897,26659873
OMN,HKG,1996,107464903,26657912
OMN,HKG,1997,111621887,29533749
OMN,HKG,1998,25252953,25370659
OMN,HKG,1999,10567906,26714818
OMN,HKG,2000,16442183,39367447
OMN,HKG,2001,17838597,21791800
OMN,HKG,2002,29708759,19031897
OMN,HKG,2003,31710745,19509644
OMN,HKG,2004,52383754,16593573
OMN,HKG,2005,44860624,16350586
OMN,HKG,2006,59884826,23107891
OMN,HKG,2007,91738290,30793978
OMN,HKG,2008,84047251,38385564
OMN,HKG,2009,126759799,53308085
OMN,HKG,2010,166851630,52764891
OMN,HKG,2011,234988411,36842897
OMN,HKG,2012,60421245,41901635
OMN,HKG,2013,111791032,65680321
OMN,HKG,2014,56942055,81337599
OMN,HKG,2015,78109502,87937229
OMN,HKG,2016,52027257,113437723
OMN,HKG,2017,78012941,117128640
OMN,HKG,2018,122596726,138095286
OMN,HKG,2019,78550365,148865538
OMN,HKG,2020,128127364,68951788
OMN,HKG,2021,143708684,64813579
OMN,HKG,2022,131949619,64044285
OMN,HKG,2023,118092312,87973513
OMN,HUN,1995,95411,660192
OMN,HUN,1996,0,692821
OMN,HUN,1997,13639,771086
OMN,HUN,1998,0,1209204
OMN,HUN,1999,0,736280
OMN,HUN,2000,0,1277285
OMN,HUN,2001,0,1393017
OMN,HUN,2002,13421,3991658
OMN,HUN,2003,14584,6834000
OMN,HUN,2004,20172,6218637
OMN,HUN,2005,35512,7280566
OMN,HUN,2006,207001,6488798
OMN,HUN,2007,47766,25188317
OMN,HUN,2008,147124,41249469
OMN,HUN,2009,1543364,12752405
OMN,HUN,2010,2444916,9670629
OMN,HUN,2011,2563686,18948224
OMN,HUN,2012,10236462,26590940
OMN,HUN,2013,11571746,13106751
OMN,HUN,2014,7610723,10146364
OMN,HUN,2015,12180660,23252993
OMN,HUN,2016,10068363,16306188
OMN,HUN,2017,10268338,13581821
OMN,HUN,2018,6039851,13380162
OMN,HUN,2019,2699889,12746716
OMN,HUN,2020,379558,8213306
OMN,HUN,2021,922526,9586686
OMN,HUN,2022,15505370,13989839
OMN,HUN,2023,9370267,7918884
OMN,ISL,1995,68986,67189
OMN,ISL,1999,40930,16391
OMN,ISL,2000,0,14285
OMN,ISL,2001,0,24351
OMN,ISL,2002,0,37233
OMN,ISL,2003,0,29278
OMN,ISL,2004,0,13720
OMN,ISL,2005,0,12696
OMN,ISL,2006,0,14721
OMN,ISL,2008,0,4563
OMN,ISL,2009,0,154336
OMN,ISL,2010,0,25335
OMN,ISL,2011,0,35756
OMN,ISL,2012,28868,48565
OMN,ISL,2013,18569,91938
OMN,ISL,2014,64094,232622
OMN,ISL,2015,29630,836017
OMN,ISL,2016,0,183161
OMN,ISL,2017,16890,130561
OMN,ISL,2019,0,17834
OMN,ISL,2020,0,10458
OMN,ISL,2021,13693,121659
OMN,ISL,2022,0,148320
OMN,ISL,2023,9528,1967221
OMN,IND,1995,17044071,111047035
OMN,IND,1996,13226458,121415406
OMN,IND,1997,33803395,113347751
OMN,IND,1998,24057241,120410749
OMN,IND,1999,52662074,133805141
OMN,IND,2000,42286414,136445416
OMN,IND,2001,7955949,159695305
OMN,IND,2002,13176102,204784697
OMN,IND,2003,39417339,209416532
OMN,IND,2004,19647740,280019685
OMN,IND,2005,202265789,354901495
OMN,IND,2006,357774663,596707963
OMN,IND,2007,564916186,837986943
OMN,IND,2008,1203248389,852934028
OMN,IND,2009,1963097213,980958306
OMN,IND,2010,2918901711,901101483
OMN,IND,2011,4503994024,1196356560
OMN,IND,2012,1589803953,2352826301
OMN,IND,2013,2504324536,3232897345
OMN,IND,2014,1494670740,2358837693
OMN,IND,2015,1269082210,2054531307
OMN,IND,2016,1040776955,2557062886
OMN,IND,2017,2458899452,2759472552
OMN,IND,2018,2795077438,2219848244
OMN,IND,2019,2633806824,2017542601
OMN,IND,2020,2434138942,2278571978
OMN,IND,2021,4643385469,2460679286
OMN,IND,2022,7030399660,4570641878
OMN,IND,2023,3471479337,4369507537
OMN,IDN,1995,1689058,21317345
OMN,IDN,1996,2022086,17251327
OMN,IDN,1997,181994,14129308
OMN,IDN,1998,89771,21569986
OMN,IDN,1999,674945,13293124
OMN,IDN,2000,2605391,17021795
OMN,IDN,2001,1004108,23097278
OMN,IDN,2002,2728603,20852382
OMN,IDN,2003,2113157,14555081
OMN,IDN,2004,813971,21420432
OMN,IDN,2005,608260,29117386
OMN,IDN,2006,7973613,45491963
OMN,IDN,2007,3779752,100449839
OMN,IDN,2008,14514002,148654991
OMN,IDN,2009,68333753,92324592
OMN,IDN,2010,162149851,112993366
OMN,IDN,2011,461005157,184434487
OMN,IDN,2012,227856933,230867624
OMN,IDN,2013,192260123,209935114
OMN,IDN,2014,148291255,239506272
OMN,IDN,2015,112546189,213515361
OMN,IDN,2016,47719586,211291515
OMN,IDN,2017,206538906,244916205
OMN,IDN,2018,273443733,296933302
OMN,IDN,2019,361002780,279595766
OMN,IDN,2020,264645132,184208688
OMN,IDN,2021,466388367,249914656
OMN,IDN,2022,1048598454,410281030
OMN,IDN,2023,1379128115,333555825
OMN,IRN,1995,124830295,27369743
OMN,IRN,1996,135437327,25764117
OMN,IRN,1997,139912135,6392234
OMN,IRN,1998,145519330,5049559
OMN,IRN,1999,97719743,5674499
OMN,IRN,2000,123210619,7236102
OMN,IRN,2001,330280697,12819572
OMN,IRN,2002,392032121,8784131
OMN,IRN,2003,73279377,11532150
OMN,IRN,2004,199538614,12960448
OMN,IRN,2005,123996885,29001747
OMN,IRN,2006,216055001,81424530
OMN,IRN,2007,336017202,132742347
OMN,IRN,2008,462627739,174859159
OMN,IRN,2009,640902928,98212034
OMN,IRN,2010,385103951,107092435
OMN,IRN,2011,363648862,92950662
OMN,IRN,2012,177937306,173754333
OMN,IRN,2013,250316981,273418457
OMN,IRN,2014,194703636,298163956
OMN,IRN,2015,208708844,335505050
OMN,IRN,2016,279205387,548163032
OMN,IRN,2017,330971733,513960862
OMN,IRN,2018,357716032,674766496
OMN,IRN,2019,389336336,358654265
OMN,IRN,2020,282092129,274397467
OMN,IRN,2021,435927728,493031036
OMN,IRN,2022,564383562,716130917
OMN,IRN,2023,553698583,255774123
OMN,IRQ,1996,1001258,0
OMN,IRQ,1997,93401,0
OMN,IRQ,1998,3059580,0
OMN,IRQ,1999,28195116,0
OMN,IRQ,2000,19351012,0
OMN,IRQ,2001,20734871,0
OMN,IRQ,2002,69880861,0
OMN,IRQ,2003,24339422,24442478
OMN,IRQ,2004,52308031,0
OMN,IRQ,2005,40008731,0
OMN,IRQ,2006,40449688,0
OMN,IRQ,2007,57656821,10333
OMN,IRQ,2008,229527967,0
OMN,IRQ,2009,179810792,0
OMN,IRQ,2010,164353248,0
OMN,IRQ,2011,166401281,0
OMN,IRQ,2012,741085842,21779947
OMN,IRQ,2013,236673789,188324602
OMN,IRQ,2014,158510123,60759137
OMN,IRQ,2015,468057717,181627573
OMN,IRQ,2016,2091130597,63886966
OMN,IRQ,2017,160653080,208628883
OMN,IRQ,2018,245946996,183927182
OMN,IRQ,2019,101673337,50466155
OMN,IRQ,2020,136913689,115718180
OMN,IRQ,2021,119059181,169256466
OMN,IRQ,2022,232273417,445028658
OMN,IRQ,2023,129559212,377656768
OMN,IRL,1995,385577,12794201
OMN,IRL,1996,80755,13846567
OMN,IRL,1997,157106,13754387
OMN,IRL,1998,440084,16337832
OMN,IRL,1999,259426,20469389
OMN,IRL,2000,503173,22429436
OMN,IRL,2001,1473231,33016819
OMN,IRL,2002,1073402,22176666
OMN,IRL,2003,1200375,18394721
OMN,IRL,2004,1379390,20851028
OMN,IRL,2005,2469055,26297983
OMN,IRL,2006,2436456,29983334
OMN,IRL,2007,10074452,30812513
OMN,IRL,2008,2560782,35291820
OMN,IRL,2009,2209967,37622652
OMN,IRL,2010,6936450,50178538
OMN,IRL,2011,7039929,55133675
OMN,IRL,2012,6049306,60597599
OMN,IRL,2013,5889514,67338260
OMN,IRL,2014,7141015,62850575
OMN,IRL,2015,5189398,74588756
OMN,IRL,2016,4927713,84245459
OMN,IRL,2017,4350197,61923626
OMN,IRL,2018,3796501,65906335
OMN,IRL,2019,4870575,57196513
OMN,IRL,2020,11958762,73948743
OMN,IRL,2021,8110343,52510318
OMN,IRL,2022,17052110,149986620
OMN,IRL,2023,4238064,72536152
OMN,ISR,1996,0,446054
OMN,ISR,1997,15143,399774
OMN,ISR,1998,123748,455621
OMN,ISR,1999,505086,222372
OMN,ISR,2000,345029,310135
OMN,ISR,2001,0,284997
OMN,ISR,2002,0,318999
OMN,ISR,2003,0,155995
OMN,ISR,2004,0,146998
OMN,ISR,2005,0,148997
OMN,ISR,2006,446894,206995
OMN,ISR,2007,1181740,293000
OMN,ISR,2008,0,395996
OMN,ISR,2009,0,373995
OMN,ISR,2010,0,230995
OMN,ISR,2011,20806,163996
OMN,ISR,2012,0,269000
OMN,ISR,2013,0,209996
OMN,ITA,1995,3876702,71976261
OMN,ITA,1996,5007477,87484177
OMN,ITA,1997,3791569,233292858
OMN,ITA,1998,3143344,312510915
OMN,ITA,1999,1247623,162545760
OMN,ITA,2000,4123689,94591113
OMN,ITA,2001,7123937,115319503
OMN,ITA,2002,10097261,185259834
OMN,ITA,2003,12423981,203269990
OMN,ITA,2004,14092402,425907888
OMN,ITA,2005,18391509,171866484
OMN,ITA,2006,31831588,245204489
OMN,ITA,2007,25005063,407596563
OMN,ITA,2008,24118833,606074432
OMN,ITA,2009,58301574,446083386
OMN,ITA,2010,82364862,335648455
OMN,ITA,2011,140502210,429193014
OMN,ITA,2012,96530249,596811187
OMN,ITA,2013,147729230,576635478
OMN,ITA,2014,41290709,558825278
OMN,ITA,2015,68146413,721471213
OMN,ITA,2016,55545679,901907138
OMN,ITA,2017,50874498,736678338
OMN,ITA,2018,79047224,787519120
OMN,ITA,2019,95701629,540240682
OMN,ITA,2020,45899385,562591776
OMN,ITA,2021,109760183,467646953
OMN,ITA,2022,317496729,384994594
OMN,ITA,2023,121747130,459991257
OMN,CIV,1995,39051,0
OMN,CIV,1996,12265,0
OMN,CIV,1997,55591,0
OMN,CIV,1998,48070,0
OMN,CIV,1999,52143,27060
OMN,CIV,2000,81473,9629
OMN,CIV,2001,69464,44320
OMN,CIV,2002,78751,22688
OMN,CIV,2003,81136,45028
OMN,CIV,2004,290627,0
OMN,CIV,2005,257290,35621
OMN,CIV,2006,748302,17936
OMN,CIV,2007,916019,0
OMN,CIV,2008,390193,95574
OMN,CIV,2009,1210166,89811
OMN,CIV,2010,642565,55907
OMN,CIV,2011,1648603,0
OMN,CIV,2012,3168294,0
OMN,CIV,2013,3883515,32090
OMN,CIV,2014,2568401,0
OMN,CIV,2015,1667518,311018
OMN,CIV,2016,703628,488038
OMN,CIV,2017,1030236,35923
OMN,CIV,2018,5718864,22585
OMN,CIV,2019,8648095,8361
OMN,CIV,2020,17221769,45251
OMN,CIV,2021,16321804,351007
OMN,CIV,2022,22739385,658820
OMN,CIV,2023,20366791,897994
OMN,JAM,1995,0,19864
OMN,JAM,1997,0,76897
OMN,JAM,1999,0,41629
OMN,JAM,2003,0,136884
OMN,JAM,2004,44518,0
OMN,JAM,2006,168408,0
OMN,JAM,2007,36557,0
OMN,JAM,2009,380257,0
OMN,JAM,2010,1572716,29279
OMN,JAM,2011,3095892,0
OMN,JAM,2012,1863018,0
OMN,JAM,2013,3695732,0
OMN,JAM,2014,21451,0
OMN,JAM,2015,2217478,0
OMN,JAM,2016,1220299,0
OMN,JAM,2017,438027,0
OMN,JAM,2018,4188456,0
OMN,JAM,2019,3162035,34544
OMN,JAM,2020,3489014,565347
OMN,JAM,2021,3088955,67691
OMN,JAM,2022,4532966,0
OMN,JAM,2023,3643687,89229
OMN,JPN,1995,1622694342,689918501
OMN,JPN,1996,1648579076,655375585
OMN,JPN,1997,1557383922,737834305
OMN,JPN,1998,930732765,787193234
OMN,JPN,1999,1694167925,666911398
OMN,JPN,2000,2032970991,741983682
OMN,JPN,2001,1915533742,781812966
OMN,JPN,2002,2097296205,852428543
OMN,JPN,2003,2058163975,960268095
OMN,JPN,2004,1659399952,1163371386
OMN,JPN,2005,2740892272,1390287718
OMN,JPN,2006,2171485097,1722229914
OMN,JPN,2007,2895662240,2522431308
OMN,JPN,2008,4434649211,3905821936
OMN,JPN,2009,2707458102,2317912177
OMN,JPN,2010,3628731976,3057373100
OMN,JPN,2011,4099233882,2756128996
OMN,JPN,2012,5055223350,3286020691
OMN,JPN,2013,4375498487,3101827172
OMN,JPN,2014,2977761723,3286698650
OMN,JPN,2015,1121773203,3108496653
OMN,JPN,2016,1312208347,2473458884
OMN,JPN,2017,1466200512,2063563465
OMN,JPN,2018,2287529006,1773392329
OMN,JPN,2019,2133149364,1966949304
OMN,JPN,2020,1133393719,1273606769
OMN,JPN,2021,1109524532,1181901018
OMN,JPN,2022,2467701366,1210745050
OMN,JPN,2023,1911259241,1224153995
OMN,KAZ,1995,4686728,63131
OMN,KAZ,1996,12293968,0
OMN,KAZ,1997,13111783,0
OMN,KAZ,1998,10761205,0
OMN,KAZ,1999,2055257,0
OMN,KAZ,2000,3223634,882183
OMN,KAZ,2001,3627158,353208
OMN,KAZ,2002,3725321,939755
OMN,KAZ,2003,6091148,1579741
OMN,KAZ,2004,11424743,0
OMN,KAZ,2005,8921388,295321
OMN,KAZ,2006,20365125,1161906
OMN,KAZ,2007,34449893,2530882
OMN,KAZ,2008,22250011,12303203
OMN,KAZ,2009,17214144,59125
OMN,KAZ,2010,18323485,103834
OMN,KAZ,2011,17030660,1240530
OMN,KAZ,2012,8385772,251395
OMN,KAZ,2013,1956671,264469
OMN,KAZ,2014,109155,632678
OMN,KAZ,2015,396579,1160001
OMN,KAZ,2016,43649,386391
OMN,KAZ,2017,119447,426444
OMN,KAZ,2018,607126,685892
OMN,KAZ,2019,135474,322960
OMN,KAZ,2020,33573,95567
OMN,KAZ,2021,284348,734600
OMN,KAZ,2022,650227,66482
OMN,KAZ,2023,4050456,550339
OMN,JOR,1995,3060690,4162354
OMN,JOR,1996,4245826,3113499
OMN,JOR,1997,7810759,4918496
OMN,JOR,1998,21134191,5600778
OMN,JOR,1999,15755760,12747638
OMN,JOR,2000,18944111,11039919
OMN,JOR,2001,25854750,12491113
OMN,JOR,2002,16841953,14110082
OMN,JOR,2003,5952112,15992332
OMN,JOR,2004,56247949,14328072
OMN,JOR,2005,53308080,26183444
OMN,JOR,2006,15191667,19471464
OMN,JOR,2007,15960766,23445581
OMN,JOR,2008,27117521,34384019
OMN,JOR,2009,30319009,38371059
OMN,JOR,2010,38171888,37360232
OMN,JOR,2011,48601678,38565822
OMN,JOR,2012,36650366,40993553
OMN,JOR,2013,32231605,50041328
OMN,JOR,2014,29200787,63649759
OMN,JOR,2015,41198397,70945296
OMN,JOR,2016,37395114,72582218
OMN,JOR,2017,25238274,72177153
OMN,JOR,2018,51319478,66566877
OMN,JOR,2019,37773625,58127740
OMN,JOR,2020,64653239,59549201
OMN,JOR,2021,65939208,74501280
OMN,JOR,2022,73797010,69685709
OMN,JOR,2023,83638337,82584666
OMN,KEN,1995,28465718,597230
OMN,KEN,1996,32658032,777671
OMN,KEN,1997,17556518,215763
OMN,KEN,1998,26324152,302196
OMN,KEN,1999,21564014,811693
OMN,KEN,2000,14443966,641828
OMN,KEN,2001,14334468,147477
OMN,KEN,2002,26159864,325093
OMN,KEN,2003,532695,898732
OMN,KEN,2004,2274865,697925
OMN,KEN,2005,3152549,1121332
OMN,KEN,2006,3068493,1675237
OMN,KEN,2007,5163148,1534046
OMN,KEN,2008,5866730,5303337
OMN,KEN,2009,76596934,4278143
OMN,KEN,2010,33532606,12941422
OMN,KEN,2011,203142949,6478011
OMN,KEN,2012,194878369,8640160
OMN,KEN,2013,73249290,8867365
OMN,KEN,2014,181298040,13900191
OMN,KEN,2015,60084363,15141531
OMN,KEN,2016,172371366,11785399
OMN,KEN,2017,56046651,15077156
OMN,KEN,2018,53215103,19376310
OMN,KEN,2019,58392378,20753435
OMN,KEN,2020,68180919,14590298
OMN,KEN,2021,138750629,19136399
OMN,KEN,2022,324742888,25544180
OMN,KEN,2023,270924635,22942591
OMN,PRK,1998,0,11459
OMN,PRK,1999,0,22042
OMN,PRK,2001,0,10636
OMN,PRK,2013,39948,0
OMN,PRK,2020,0,61389
OMN,PRK,2021,0,63718
OMN,PRK,2022,0,381401
OMN,PRK,2023,0,305543
OMN,KOR,1995,927997673,81317372
OMN,KOR,1996,1011201186,85135100
OMN,KOR,1997,870624506,75379534
OMN,KOR,1998,762383718,72749691
OMN,KOR,1999,947151704,101409052
OMN,KOR,2000,1428705001,174883652
OMN,KOR,2001,1870568036,154147835
OMN,KOR,2002,1895471942,100912286
OMN,KOR,2003,1892122043,160777698
OMN,KOR,2004,1948188846,157442659
OMN,KOR,2005,2994478163,303013882
OMN,KOR,2006,4166958800,341713281
OMN,KOR,2007,3059331130,543456987
OMN,KOR,2008,4531700604,875291967
OMN,KOR,2009,3247966329,527905298
OMN,KOR,2010,3236774622,664438453
OMN,KOR,2011,4181356562,907397300
OMN,KOR,2012,4117643683,878871900
OMN,KOR,2013,3812083045,1002332051
OMN,KOR,2014,3648275808,1080246458
OMN,KOR,2015,2262108781,944059709
OMN,KOR,2016,1872131550,615689622
OMN,KOR,2017,1855816819,603279128
OMN,KOR,2018,2200693714,647967930
OMN,KOR,2019,2111631896,603968542
OMN,KOR,2020,1724306505,612515669
OMN,KOR,2021,2365403178,372787154
OMN,KOR,2022,4177006318,347939818
OMN,KOR,2023,4231288511,473547348
OMN,KWT,1995,18040055,8560807
OMN,KWT,1996,15328897,8751946
OMN,KWT,1997,28170318,9435973
OMN,KWT,1998,19193292,9604218
OMN,KWT,1999,21660630,17006802
OMN,KWT,2000,29550341,17432903
OMN,KWT,2001,25415904,28316556
OMN,KWT,2002,25574115,22275348
OMN,KWT,2003,22605775,22439420
OMN,KWT,2004,40952028,17435129
OMN,KWT,2005,40644747,15232322
OMN,KWT,2006,45760651,27123207
OMN,KWT,2007,50115848,41108932
OMN,KWT,2008,107596004,69255711
OMN,KWT,2009,49682806,183070362
OMN,KWT,2010,246069549,143015196
OMN,KWT,2011,331099631,110161843
OMN,KWT,2012,182572804,265667864
OMN,KWT,2013,453555919,157042211
OMN,KWT,2014,437190890,113909179
OMN,KWT,2015,202272238,107239260
OMN,KWT,2016,213370163,122478120
OMN,KWT,2017,277532465,127737940
OMN,KWT,2018,317150310,146438883
OMN,KWT,2019,189635512,156087137
OMN,KWT,2020,263097653,164330269
OMN,KWT,2021,282211648,180853397
OMN,KWT,2022,266780063,181828276
OMN,KWT,2023,393090564,509913803
OMN,KGZ,1995,339619,0
OMN,KGZ,1996,244742,0
OMN,KGZ,1997,24738,0
OMN,KGZ,1998,13732,0
OMN,KGZ,1999,38230,0
OMN,KGZ,2000,31187,0
OMN,KGZ,2001,13576,0
OMN,KGZ,2006,78544,0
OMN,KGZ,2007,230042,0
OMN,KGZ,2008,88440,0
OMN,KGZ,2009,137403,0
OMN,KGZ,2010,40116,37640
OMN,KGZ,2011,66840,0
OMN,KGZ,2012,47856,0
OMN,KGZ,2013,10238,0
OMN,KGZ,2014,0,1697977
OMN,KGZ,2015,0,954552
OMN,KGZ,2019,0,18788
OMN,KGZ,2020,38326,35189
OMN,KGZ,2021,0,188374
OMN,KGZ,2022,485527,206460
OMN,KGZ,2023,108641,109705
OMN,LAO,2007,0,473859
OMN,LAO,2008,0,579954
OMN,LAO,2009,0,223040
OMN,LAO,2010,0,417113
OMN,LAO,2011,0,685212
OMN,LAO,2012,28117,792891
OMN,LAO,2013,0,504861
OMN,LAO,2014,0,673025
OMN,LAO,2015,0,412416
OMN,LAO,2016,0,213000
OMN,LAO,2017,0,78042
OMN,LAO,2019,25148,28032
OMN,LAO,2021,0,243642
OMN,LBN,1995,1721421,1166723
OMN,LBN,1996,1792755,1330624
OMN,LBN,1997,1657024,1467996
OMN,LBN,1998,2355709,2353242
OMN,LBN,1999,2733259,2947257
OMN,LBN,2000,3040622,3220632
OMN,LBN,2001,4747020,3883165
OMN,LBN,2002,2445397,6594058
OMN,LBN,2003,2512940,4448876
OMN,LBN,2004,5136328,6513463
OMN,LBN,2005,9181893,7125406
OMN,LBN,2006,11827241,7545015
OMN,LBN,2007,7305248,10549751
OMN,LBN,2008,8422803,14500763
OMN,LBN,2009,11077461,12510617
OMN,LBN,2010,10754240,13881843
OMN,LBN,2011,16619826,13426373
OMN,LBN,2012,11910766,15204050
OMN,LBN,2013,23480300,17609832
OMN,LBN,2014,25406988,23798176
OMN,LBN,2015,17485283,26154034
OMN,LBN,2016,9997322,22584515
OMN,LBN,2017,19150369,25673103
OMN,LBN,2018,17691158,24807768
OMN,LBN,2019,16558262,33253302
OMN,LBN,2020,10419661,26565255
OMN,LBN,2021,13630124,31517515
OMN,LBN,2022,7925296,34298752
OMN,LBN,2023,26460884,32709023
OMN,LSO,2003,55184,0
OMN,LSO,2006,0,18957
OMN,LSO,2023,75436,0
OMN,LVA,1995,11607,0
OMN,LVA,1997,11623,0
OMN,LVA,1999,0,112613
OMN,LVA,2001,0,18126
OMN,LVA,2002,0,9573
OMN,LVA,2003,0,55961
OMN,LVA,2004,0,195414
OMN,LVA,2005,109815,253690
OMN,LVA,2006,389524,324395
OMN,LVA,2007,373833,284851
OMN,LVA,2008,593774,4421931
OMN,LVA,2009,1729060,234779
OMN,LVA,2010,42471,493636
OMN,LVA,2011,1079723,409618
OMN,LVA,2012,3183708,7834374
OMN,LVA,2013,22492,12773810
OMN,LVA,2014,0,1412386
OMN,LVA,2015,259017,1085090
OMN,LVA,2016,0,2420825
OMN,LVA,2017,103656,5073843
OMN,LVA,2018,22053,5259281
OMN,LVA,2019,0,5053046
OMN,LVA,2020,43884,1747512
OMN,LVA,2021,100353,2270903
OMN,LVA,2022,0,1739501
OMN,LVA,2023,37195,2137550
OMN,LBR,1997,287594,0
OMN,LBR,1998,112093,0
OMN,LBR,1999,113362,0
OMN,LBR,2000,461172,0
OMN,LBR,2001,465900,0
OMN,LBR,2002,171903,0
OMN,LBR,2003,138418,720392
OMN,LBR,2004,447541,0
OMN,LBR,2005,944162,0
OMN,LBR,2006,1521956,0
OMN,LBR,2007,3307154,0
OMN,LBR,2008,1980613,0
OMN,LBR,2009,1020766,0
